combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
2858	chr3_specific	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE-dependent_Retroposon_multigroup1	intergenic_specific
2859	autosome_multigroup1	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	PHR_specific	SINE_specific	intron_specific
2860	categorized	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	PHR_specific	Class_I_Retrotransposition_multigroup1	intron_specific
2861	metacentric_multigroup1	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
2862	chr3_specific	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	exon_specific
2863	metacentric_multigroup1	hap1_specific_repetitive	inactive_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
2864	autosome_multigroup1	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	PHR_specific	LTR_specific	exon_specific
2865	autosome_multigroup1	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
2866	categorized	hap1_specific_repetitive	hor_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
2867	autosome_multigroup1	hap1_specific_repetitive	hor_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
2868	autosome_multigroup1	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	exon_specific
2869	chr3_specific	hap1_specific_nonrepetitive	p_arm_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
2870	chr3_specific	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	exon_specific
2871	chr3_specific	hap1_specific_nonrepetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	exon_specific
2872	autosome_multigroup1	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_II_DNA_Transposition_multigroup1	intron_specific
2873	chr3_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
2874	autosome_multigroup1	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	rDNA_specific	Class_I_Retrotransposition_multigroup1	intron_specific
2875	chr3_specific	hap1_specific_repetitive	p_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
2876	chr3_specific	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2877	chr3_specific	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
2878	autosome_multigroup1	hap1_specific_repetitive	monomeric_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2879	chr3_specific	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
2880	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	nonrepeat_specific	intergenic_specific
2881	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	nonrepeat_specific	exon_specific
2882	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	DNA_specific	intergenic_specific
2883	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	SINE_specific	intergenic_specific
2884	categorized	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	SINE_specific	intergenic_specific
2885	categorized	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	Class_I_Retrotransposition_multigroup1	intergenic_specific
2886	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	Class_I_Retrotransposition_multigroup1	intergenic_specific
2887	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	LTR_specific	intergenic_specific
2888	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	LTR_specific	intron_specific
2889	metacentric_multigroup1	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
2890	categorized	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	PHR_specific	Transposable_Element_multigroup1	intergenic_specific
2891	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	DJ_specific	Transposable_Element_multigroup1	intron_specific
2892	autosome_multigroup1	hap1_specific_repetitive	arm_multigroup1	nonsubtelomeric_specific	rDNA_specific	LINE_specific	intergenic_specific
2893	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
2894	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
2895	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
2896	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
2897	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
2898	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
2899	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
2900	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
2901	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
2902	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
2903	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
2904	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2905	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2906	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2907	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2908	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2909	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
2910	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
2911	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intergenic_specific
2912	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
2913	chr3_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
2914	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
2915	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
2916	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intergenic_specific
2917	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
2918	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
2919	chr3_specific	hap1_specific_repetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
2920	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
2921	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	exon_specific
2922	chr3_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2923	chr3_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2924	chr3_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2925	chr3_specific	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2926	autosome_multigroup1	hap1_specific_repetitive	asat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2927	autosome_multigroup1	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	PHR_specific	SINE_specific	intergenic_specific
2928	chr3_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2929	chr3_specific	hap1_specific_repetitive	asat_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2930	categorized	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	exon_specific
2931	chr3_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2932	chr3_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2933	autosome_multigroup1	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
2934	chr3_specific	hap1_specific_nonrepetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2935	chr3_specific	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2936	chr3_specific	hap1_specific_repetitive	hor_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2937	categorized	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2938	chr3_specific	hap1_specific_nonrepetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2939	chr3_specific	hap1_specific_nonrepetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2940	chr3_specific	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
2941	chr3_specific	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2942	chr3_specific	hap1_specific_repetitive	inactive_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2943	chr3_specific	hap1_specific_nonrepetitive	inactive_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2944	chr3_specific	hap1_specific_repetitive	active_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2945	chr3_specific	hap1_specific_nonrepetitive	active_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2946	chr3_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2947	autosome_multigroup1	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2948	autosome_multigroup1	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	intergenic_specific
2949	autosome_multigroup1	hap1_specific_repetitive	hsat1_multigroup1	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	intergenic_specific
2950	autosome_multigroup1	hap1_specific_repetitive	hsat1_multigroup1	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	exon_specific
2951	chr3_specific	hap1_specific_nonrepetitive	hsat1A_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2952	autosome_multigroup1	hap1_specific_repetitive	hsat1_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2953	autosome_multigroup1	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	PHR_specific	nonrepeat_specific	exon_specific
2954	chr3_specific	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2955	autosome_multigroup1	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
2956	autosome_multigroup1	hap1_specific_repetitive	hsat1A_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2957	autosome_multigroup1	hap1_specific_repetitive	hsat1_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2958	chr3_specific	hap1_specific_nonrepetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2959	chr3_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2960	chr3_specific	hap1_specific_nonrepetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2961	categorized	hap1_specific_repetitive	hsat_multigroup1	nonsubtelomeric_specific	PHR_specific	LINE-dependent_Retroposon_multigroup1	intergenic_specific
2962	chr3_specific	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2963	categorized	hap1_specific_repetitive	hsat_multigroup1	nonsubtelomeric_specific	PHR_specific	SINE_specific	exon_specific
2964	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
2965	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
2966	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	exon_specific
2967	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
2968	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
2969	chr3_specific	hap1_specific_nonrepetitive	ct_specific	ITS_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2970	autosome_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	TAR1_specific	nonacrocentric_specific	DNA_specific	intron_specific
2971	chr3_specific	hap1_specific_nonrepetitive	ct_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2972	chr3_specific	hap1_specific_nonrepetitive	gsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2973	autosome_multigroup1	hap1_specific_repetitive	gsat_specific	nonsubtelomeric_specific	DJ_specific	nonrepeat_specific	intergenic_specific
2974	chr3_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
2975	chr3_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2976	chr3_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2977	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2978	chr3_specific	hap1_specific_repetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2979	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
2980	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2981	chr3_specific	hap1_specific_nonrepetitive	censat_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2982	categorized	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2983	chr3_specific	hap1_specific_nonrepetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
2984	chr3_specific	hap1_specific_repetitive	monomeric_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
2985	chr3_specific	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
2986	metacentric_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
2987	metacentric_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
2988	autosome_multigroup1	hap1_specific_repetitive	ct_specific	ITS_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2989	chr3_specific	hap1_specific_nonrepetitive	ct_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intergenic_specific
2990	metacentric_multigroup1	hap1_specific_repetitive	centromeric_multigroup1	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2991	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
2992	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
2993	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
2994	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
2995	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
2996	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
2997	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
2998	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
2999	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
3000	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
3001	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
3002	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
3003	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intron_specific
3004	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
3005	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intron_specific
3006	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intron_specific
3007	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
3008	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
3009	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	exon_specific
3010	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
3011	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
3012	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
3013	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intergenic_specific
3014	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	intron_specific
3015	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	intergenic_specific
3016	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	exon_specific
3017	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	snRNA_specific	exon_specific
3018	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	intron_specific
3019	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	intergenic_specific
3020	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LINE_specific	exon_specific
3021	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
3022	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intron_specific
3023	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	SINE_specific	intergenic_specific
3024	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	intergenic_specific
3025	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intron_specific
3026	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	intergenic_specific
3027	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
3028	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Class_I_Retrotransposition_multigroup1	intergenic_specific
3029	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	LTR_specific	exon_specific
3030	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	nonrepeat_specific	exon_specific
3031	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	exon_specific
3032	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intron_specific
3033	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	intron_specific
3034	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
3035	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intron_specific
3036	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intergenic_specific
3037	autosome_multigroup1	hap1_specific_repetitive	hsat3_specific	nonsubtelomeric_specific	nonacrocentric_specific	Transposable_Element_multigroup1	exon_specific
3038	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intron_specific
3039	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
3040	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
3041	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Retroposon_specific	intron_specific
3042	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intergenic_specific
3043	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	RC_specific	intergenic_specific
3044	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	intron_specific
3045	chr3_specific	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Interspersed_Repeat_multigroup1	intron_specific
3046	categorized	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	Unknown_specific	intergenic_specific
3047	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	scRNA_specific	exon_specific
3048	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	rRNA_specific	intergenic_specific
3049	categorized	hap1_specific_repetitive	bsat_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	intergenic_specific
3050	categorized	hap1_specific_repetitive	q_arm_specific	nonsubtelomeric_specific	rDNA_specific	LTR_specific	intron_specific
3051	autosome_multigroup1	hap1_specific_repetitive	divergent_specific	nonsubtelomeric_specific	nonacrocentric_specific	DNA_specific	intergenic_specific
3052	metacentric_multigroup1	hap1_specific_repetitive	ct_specific	TAR1_specific	nonacrocentric_specific	nonrepeat_specific	intron_specific
3053	chr3_specific	hap1_specific_nonrepetitive	q_arm_specific	nonsubtelomeric_specific	nonacrocentric_specific	tRNA_specific	exon_specific
